TREECODE,TREESP,SITENUM,SITE,YEAR,TREENUM,NLEAVES,LEAFMASS,NGALLS,GALLMASS,NAME,STEM,LEAF
246,lobata,3,POZO,2002,53,39,5.284,0,0,Besbicus conspicuus,1,0
131,lobata,1,HNHR,2002,239,74,7.124,0,0,Besbicus conspicuus,1,0
249,lobata,3,POZO,2003,56,28,4.284,0,0,Besbicus conspicuus,1,0
482,lobata,12,SIERRA F,2003,44,38,4.925,0,0,Besbicus conspicuus,1,0
255,lobata,3,POZO,2003,74,54,7.142,0,0,Besbicus conspicuus,1,0
240,lobata,3,POZO,2001,45,66,6.038,0,0,Besbicus conspicuus,1,0
46,lobata,1,HNHR,2002,108,49,5,0,0,Besbicus conspicuus,1,0
215,lobata,3,POZO,2002,10,42,9.241,0,0,Besbicus conspicuus,1,0
199,lobata,2,JASPER R,2002,83,24,7.992,0,0,Besbicus conspicuus,1,0
165,lobata,2,JASPER R,2002,38,23,7.738,0,0,Besbicus conspicuus,1,0
448,lobata,15,KAWEAH O,2001,8,39,4.461,0,0,Besbicus conspicuus,1,0
285,lobata,4,SEDGWICK,2002,49,61,5.433,0,0,Besbicus conspicuus,1,0
28,lobata,1,HNHR,2000,56,42,13.715,0,0,Besbicus conspicuus,1,0
473,lobata,8,LIEBRE M,2001,49,50,5.345,0,0,Besbicus conspicuus,1,0
441,lobata,15,KAWEAH O,2001,1,46,6.65,0,0,Besbicus conspicuus,1,0
90,lobata,1,HNHR,2002,179,58,6.934,0,0,Besbicus conspicuus,1,0
287,lobata,4,SEDGWICK,2001,51,71,4.629,0,0,Besbicus conspicuus,1,0
143,lobata,2,JASPER R,2002,6,56,6.446,0,0,Besbicus conspicuus,1,0
238,lobata,3,POZO,2000,40,40,2.009,0,0,Besbicus conspicuus,1,0
142,lobata,2,JASPER R,2003,5,97,7.079,0,0,Besbicus conspicuus,1,0
156,lobata,2,JASPER R,2002,24,38,5.87,0,0,Besbicus conspicuus,1,0
106,lobata,1,HNHR,2003,203,83,8.551,0,0,Besbicus conspicuus,1,0
32,lobata,1,HNHR,2001,62,32,4.73,0,0,Besbicus conspicuus,1,0
18,lobata,1,HNHR,2001,44,59,6.811,0,0,Besbicus conspicuus,1,0
465,lobata,8,LIEBRE M,2003,41,37,4.279,0,0,Besbicus conspicuus,1,0
438,lobata,9,HOPLAND,2000,70,34,4.428,0,0,Besbicus conspicuus,1,0
199,lobata,2,JASPER R,2001,83,49,6.484,0,0,Besbicus conspicuus,1,0
235,lobata,3,POZO,2003,34,49,9.529,0,0,Besbicus conspicuus,1,0
198,lobata,2,JASPER R,2000,82,34,8.738,0,0,Besbicus conspicuus,1,0
434,lobata,9,HOPLAND,2001,66,53,6.089,0,0,Besbicus conspicuus,1,0
441,lobata,15,KAWEAH O,2000,1,71,9.486,0,0,Besbicus conspicuus,1,0
242,lobata,3,POZO,2001,48,105,8.489,0,0,Besbicus conspicuus,1,0
465,lobata,8,LIEBRE M,2000,41,29,3.779,0,0,Besbicus conspicuus,1,0
247,lobata,3,POZO,2001,54,49,6.713,0,0,Besbicus conspicuus,1,0
474,lobata,8,LIEBRE M,2003,50,32,5.947,0,0,Besbicus conspicuus,1,0
45,lobata,1,HNHR,2003,106,89,9.463,0,0,Besbicus conspicuus,1,0
197,lobata,2,JASPER R,2001,81,24,4.789,0,0,Besbicus conspicuus,1,0
63,lobata,1,HNHR,2002,139,50,5.189,0,0,Besbicus conspicuus,1,0
85,lobata,1,HNHR,2001,171,57,4.901,0,0,Besbicus conspicuus,1,0
134,lobata,1,HNHR,2003,243,68,7.787,0,0,Besbicus conspicuus,1,0
8,lobata,1,HNHR,2002,35,39,7.727,0,0,Besbicus conspicuus,1,0
440,lobata,9,HOPLAND,2003,72,82,10.044,0,0,Besbicus conspicuus,1,0
33,lobata,1,HNHR,2001,64,30,5.53,0,0,Besbicus conspicuus,1,0
145,lobata,2,JASPER R,2002,8,30,4.837,0,0,Besbicus conspicuus,1,0
435,lobata,9,HOPLAND,2001,67,53,6.378,0,0,Besbicus conspicuus,1,0
246,lobata,3,POZO,2000,53,69,12.907,0,0,Besbicus conspicuus,1,0
44,lobata,1,HNHR,2000,103,35,5.123,0,0,Besbicus conspicuus,1,0
286,lobata,4,SEDGWICK,2001,50,40,5.496,0,0,Besbicus conspicuus,1,0
34,lobata,1,HNHR,2002,66,61,5.391,0,0,Besbicus conspicuus,1,0
337,lobata,10,TOWER HS,2001,52,36,4.432,0,0,Besbicus conspicuus,1,0
144,lobata,2,JASPER R,2003,7,72,7.321,0,0,Besbicus conspicuus,1,0
338,lobata,10,TOWER HS,2002,53,22,6.686,0,0,Besbicus conspicuus,1,0
434,lobata,9,HOPLAND,2002,66,42,4.717,0,0,Besbicus conspicuus,1,0
64,lobata,1,HNHR,2002,140,45,4.753,0,0,Besbicus conspicuus,1,0
476,lobata,12,SIERRA F,2002,38,25,4.626,0,0,Besbicus conspicuus,1,0
114,lobata,1,HNHR,2002,215,45,4.447,0,0,Besbicus conspicuus,1,0
335,lobata,10,TOWER HS,2003,10,70,9.222,0,0,Besbicus conspicuus,1,0
337,lobata,10,TOWER HS,2003,52,53,4.189,0,0,Besbicus conspicuus,1,0
479,lobata,12,SIERRA F,2003,41,66,6.795,0,0,Besbicus conspicuus,1,0
479,lobata,12,SIERRA F,2003,41,66,6.795,0,0,Besbicus conspicuus,1,0
240,lobata,3,POZO,2002,45,36,4.43,0,0,Besbicus conspicuus,1,0
200,lobata,2,JASPER R,2001,88,56,5.492,0,0,Besbicus conspicuus,1,0
380,lobata,11,DYE CRK,2001,38,36,4.349,0,0,Besbicus conspicuus,1,0
191,lobata,2,JASPER R,2000,73,23,6.663,0,0,Besbicus conspicuus,1,0
44,lobata,1,HNHR,2001,103,41,6.697,0,0,Besbicus conspicuus,1,0
341,lobata,10,TOWER HS,2000,56,49,7.142,0,0,Besbicus conspicuus,1,0
206,lobata,2,JASPER R,2001,98,71,8.893,0,0,Besbicus conspicuus,1,0
338,lobata,10,TOWER HS,2003,53,54,5.893,0,0,Besbicus conspicuus,1,0
32,lobata,1,HNHR,2003,62,108,9.557,0,0,Besbicus conspicuus,1,0
478,lobata,12,SIERRA F,2003,40,24,3.119,0,0,Besbicus conspicuus,1,0
332,lobata,10,TOWER HS,2003,7,17,1.848,0,0,Besbicus conspicuus,1,0
448,lobata,15,KAWEAH O,2002,8,35,3.422,0,0,Besbicus conspicuus,1,0
335,lobata,10,TOWER HS,2002,10,26,7.189,0,0,Besbicus conspicuus,1,0
25,lobata,1,HNHR,2000,52,29,6.779,0,0,Besbicus conspicuus,1,0
143,lobata,2,JASPER R,2001,6,47,4.215,0,0,Besbicus conspicuus,1,0
280,lobata,4,SEDGWICK,2000,44,22,4.221,0,0,Besbicus conspicuus,1,0
164,lobata,2,JASPER R,2002,36,24,4.576,0,0,Besbicus conspicuus,1,0
241,lobata,3,POZO,2002,46,63,5.004,0,0,Besbicus conspicuus,1,0
142,lobata,2,JASPER R,2000,5,24,4.007,0,0,Besbicus conspicuus,1,0
69,lobata,1,HNHR,2001,150,72,7.981,0,0,Besbicus conspicuus,1,0
470,lobata,8,LIEBRE M,2003,46,39,5.357,0,0,Besbicus conspicuus,1,0
367,lobata,11,DYE CRK,2000,25,38,10.355,0,0,Besbicus conspicuus,1,0
272,lobata,4,SEDGWICK,2001,23,30,3.84,0,0,Besbicus conspicuus,1,0
235,lobata,3,POZO,2000,34,42,6.86,0,0,Besbicus conspicuus,1,0
106,lobata,1,HNHR,2002,203,40,9.317,0,0,Besbicus conspicuus,1,0
272,lobata,4,SEDGWICK,2003,23,41,4.3,0,0,Besbicus conspicuus,1,0
98,lobata,1,HNHR,2000,191,30,2.215,0,0,Besbicus conspicuus,1,0
249,lobata,3,POZO,2001,56,38,8.5,0,0,Besbicus conspicuus,1,0
105,lobata,1,HNHR,2001,201,40,8.723,0,0,Besbicus conspicuus,1,0
239,lobata,3,POZO,2002,43,34,4.757,0,0,Besbicus conspicuus,1,0
447,lobata,15,KAWEAH O,2003,7,44,1.876,0,0,Besbicus conspicuus,1,0
100,lobata,1,HNHR,2002,193,33,4.904,0,0,Besbicus conspicuus,1,0
366,lobata,11,DYE CRK,2003,24,39,3.827,0,0,Besbicus conspicuus,1,0
471,lobata,8,LIEBRE M,2003,47,48,5.402,0,0,Besbicus conspicuus,1,0
104,lobata,1,HNHR,2001,199,62,8.402,0,0,Besbicus conspicuus,1,0
7,lobata,1,HNHR,2002,15,29,10.386,0,0,Besbicus conspicuus,1,0
483,lobata,12,SIERRA F,2002,45,43,6.252,0,0,Besbicus conspicuus,1,0
184,lobata,2,JASPER R,2003,66,63,5.225,0,0,Besbicus conspicuus,1,0
96,lobata,1,HNHR,2000,188,26,8.486,0,0,Besbicus conspicuus,1,0
436,lobata,9,HOPLAND,2003,68,57,7.079,0,0,Besbicus conspicuus,1,0
18,lobata,1,HNHR,2003,44,54,6.765,0,0,Besbicus conspicuus,1,0
372,lobata,11,DYE CRK,2003,30,43,7.715,0,0,Besbicus conspicuus,1,0
179,lobata,2,JASPER R,2002,60,38,5.006,0,0,Besbicus conspicuus,1,0
333,lobata,10,TOWER HS,2002,8,25,3.55,0,0,Besbicus conspicuus,1,0
191,lobata,2,JASPER R,2002,73,34,6.428,0,0,Besbicus conspicuus,1,0
439,lobata,9,HOPLAND,2003,71,57,8.609,0,0,Besbicus conspicuus,1,0
178,lobata,2,JASPER R,2001,59,38,8.103,0,0,Besbicus conspicuus,1,0
336,lobata,10,TOWER HS,2001,11,34,9.84,0,0,Besbicus conspicuus,1,0
6,lobata,1,HNHR,2003,14,39,4.998,0,0,Besbicus conspicuus,1,0
218,lobata,3,POZO,2003,14,41,3.861,0,0,Besbicus conspicuus,1,0
213,lobata,3,POZO,2003,7,30,5.102,0,0,Besbicus conspicuus,1,0
144,lobata,2,JASPER R,2002,7,74,7.313,0,0,Besbicus conspicuus,1,0
177,lobata,2,JASPER R,2000,58,52,5.113,0,0,Besbicus conspicuus,1,0
37,lobata,1,HNHR,2001,74,35,4.364,0,0,Besbicus conspicuus,1,0
46,lobata,1,HNHR,2003,108,54,5.392,0,0,Besbicus conspicuus,1,0
202,lobata,2,JASPER R,2003,91,40,8.886,0,0,Besbicus conspicuus,1,0
37,lobata,1,HNHR,2003,74,54,5.723,0,0,Besbicus conspicuus,1,0
484,lobata,12,SIERRA F,2003,46,29,10.8,0,0,Besbicus conspicuus,1,0
334,lobata,10,TOWER HS,2001,9,31,5.132,0,0,Besbicus conspicuus,1,0
437,lobata,9,HOPLAND,2003,69,44,10.551,0,0,Besbicus conspicuus,1,0
470,lobata,8,LIEBRE M,2001,46,53,7.396,0,0,Besbicus conspicuus,1,0
145,lobata,2,JASPER R,2000,8,39,6.288,0,0,Besbicus conspicuus,1,0
150,lobata,2,JASPER R,2003,14,34,4.563,0,0,Besbicus conspicuus,1,0
439,lobata,9,HOPLAND,2002,71,45,10.919,0,0,Besbicus conspicuus,1,0
282,lobata,4,SEDGWICK,2001,46,31,7.322,0,0,Besbicus conspicuus,1,0
79,lobata,1,HNHR,2001,161,93,8.851,0,0,Besbicus conspicuus,1,0
179,lobata,2,JASPER R,2003,60,60,7.092,0,0,Besbicus conspicuus,1,0
466,lobata,8,LIEBRE M,2002,42,36,4.845,0,0,Besbicus conspicuus,1,0
338,lobata,10,TOWER HS,2000,53,64,11.03,0,0,Besbicus conspicuus,1,0
203,lobata,2,JASPER R,2002,92,45,8.072,0,0,Besbicus conspicuus,1,0
468,lobata,8,LIEBRE M,2001,44,52,4.133,0,0,Besbicus conspicuus,1,0
31,lobata,1,HNHR,2003,61,49,7.707,0,0,Besbicus conspicuus,1,0
437,lobata,9,HOPLAND,2000,69,55,13.719,0,0,Besbicus conspicuus,1,0
245,lobata,3,POZO,2003,51,35,6.294,0,0,Besbicus conspicuus,1,0
61,lobata,1,HNHR,2003,209,28,8.647,0,0,Besbicus conspicuus,1,0
434,lobata,9,HOPLAND,2000,66,90,7.709,0,0,Besbicus conspicuus,1,0
19,lobata,1,HNHR,2000,45,25,6.172,0,0,Besbicus conspicuus,1,0
33,lobata,1,HNHR,2000,64,49,8.317,0,0,Besbicus conspicuus,1,0
284,lobata,4,SEDGWICK,2003,48,34,8.072,0,0,Besbicus conspicuus,1,0
66,lobata,1,HNHR,2002,143,28,4.284,0,0,Besbicus conspicuus,1,0
111,lobata,1,HNHR,2002,212,63,7.727,0,0,Besbicus conspicuus,1,0
4,lobata,1,HNHR,2002,6,41,4.86,0,0,Besbicus conspicuus,1,0
213,lobata,3,POZO,2001,7,45,7.304,0,0,Besbicus conspicuus,1,0
443,lobata,15,KAWEAH O,2002,3,68,5.863,0,0,Besbicus conspicuus,1,0
450,lobata,15,KAWEAH O,2002,10,35,5.702,0,0,Besbicus conspicuus,1,0
1,lobata,1,HNHR,2003,1,76,8.208,0,0,Besbicus conspicuus,1,0
475,lobata,8,LIEBRE M,2000,51,71,7.896,0,0,Besbicus conspicuus,1,0
475,lobata,8,LIEBRE M,2002,51,59,4.977,0,0,Besbicus conspicuus,1,0
286,lobata,4,SEDGWICK,2002,50,50,7.822,0,0,Besbicus conspicuus,1,0
98,lobata,1,HNHR,2001,191,50,5.111,0,0,Besbicus conspicuus,1,0
332,lobata,10,TOWER HS,2001,7,19,4.477,0,0,Besbicus conspicuus,1,0
438,lobata,9,HOPLAND,2002,70,78,7.07,0,0,Besbicus conspicuus,1,0
234,lobata,3,POZO,2002,32,40,6.936,0,0,Besbicus conspicuus,1,0
256,lobata,3,POZO,2002,75,56,8.904,0,0,Besbicus conspicuus,1,0
471,lobata,8,LIEBRE M,2002,47,47,4.417,0,0,Besbicus conspicuus,1,0
245,lobata,3,POZO,2000,51,66,8.18,0,0,Besbicus conspicuus,1,0
86,lobata,1,HNHR,2000,172,37,4.553,0,0,Besbicus conspicuus,1,0
238,lobata,3,POZO,2001,40,64,4.456,0,0,Besbicus conspicuus,1,0
189,lobata,11,DYE CRK,2000,40,38,3.428,0,0,Besbicus conspicuus,1,0
287,lobata,4,SEDGWICK,2002,51,71,8.214,0,0,Besbicus conspicuus,1,0
244,lobata,3,POZO,2000,50,36,4.044,0,0,Besbicus conspicuus,1,0
380,lobata,11,DYE CRK,2000,38,75,9.78,0,0,Besbicus conspicuus,1,0
467,lobata,8,LIEBRE M,2003,43,37,9.238,0,0,Besbicus conspicuus,1,0
450,lobata,15,KAWEAH O,2001,10,22,6.927,0,0,Besbicus conspicuus,1,0
339,lobata,10,TOWER HS,2001,54,34,8.037,0,0,Besbicus conspicuus,1,0
79,lobata,1,HNHR,2003,161,53,5.322,0,0,Besbicus conspicuus,1,0
6,lobata,1,HNHR,2000,14,13,2.66,0,0,Besbicus conspicuus,1,0
7,lobata,1,HNHR,2003,15,34,7.382,0,0,Besbicus conspicuus,1,0
369,lobata,11,DYE CRK,2003,27,40,4.345,0,0,Besbicus conspicuus,1,0
78,lobata,1,HNHR,2000,160,22,4.488,0,0,Besbicus conspicuus,1,0
133,lobata,1,HNHR,2002,242,32,5.602,0,0,Besbicus conspicuus,1,0
43,lobata,1,HNHR,2001,98,53,6.161,0,0,Besbicus conspicuus,1,0
112,lobata,1,HNHR,2003,213,37,6.028,0,0,Besbicus conspicuus,1,0
447,lobata,15,KAWEAH O,2001,7,59,3.69,0,0,Besbicus conspicuus,1,0
251,lobata,3,POZO,2001,58,59,9.78,0,0,Besbicus conspicuus,1,0
279,lobata,4,SEDGWICK,2000,43,59,6.957,0,0,Besbicus conspicuus,1,0
279,lobata,4,SEDGWICK,2002,43,61,5.835,0,0,Besbicus conspicuus,1,0
283,lobata,4,SEDGWICK,2003,47,44,6.042,0,0,Besbicus conspicuus,1,0
42,lobata,1,HNHR,2000,92,44,6.242,0,0,Besbicus conspicuus,1,0
137,lobata,1,HNHR,2003,247,48,7.406,0,0,Besbicus conspicuus,1,0
433,lobata,9,HOPLAND,2003,65,89,7.738,0,0,Besbicus conspicuus,1,0
372,lobata,11,DYE CRK,2001,30,24,2.829,0,0,Besbicus conspicuus,1,0
470,lobata,8,LIEBRE M,2002,46,34,2.826,0,0,Besbicus conspicuus,1,0
89,lobata,1,HNHR,2003,177,48,5.942,0,0,Besbicus conspicuus,1,0
439,lobata,9,HOPLAND,2001,71,49,5.532,0,0,Besbicus conspicuus,1,0
85,lobata,1,HNHR,2000,171,25,3.208,0,0,Besbicus conspicuus,1,0
435,lobata,9,HOPLAND,2000,67,91,6.105,0,0,Besbicus conspicuus,1,0
71,lobata,1,HNHR,2000,152,22,3.542,0,0,Besbicus conspicuus,1,0
239,lobata,3,POZO,2003,43,27,4.915,0,0,Besbicus conspicuus,1,0
379,lobata,11,DYE CRK,2002,37,30,5.925,0,0,Besbicus conspicuus,1,0
65,lobata,1,HNHR,2001,142,81,7.827,0,0,Besbicus conspicuus,1,0
274,lobata,4,SEDGWICK,2000,27,25,6.33,0,0,Besbicus conspicuus,1,0
449,lobata,15,KAWEAH O,2001,9,39,5.722,0,0,Besbicus conspicuus,1,0
468,lobata,8,LIEBRE M,2002,44,59,2.912,0,0,Besbicus conspicuus,1,0
60,lobata,1,HNHR,2001,131,42,7.048,0,0,Besbicus conspicuus,1,0
335,lobata,10,TOWER HS,2000,10,54,6.173,0,0,Besbicus conspicuus,1,0
336,lobata,10,TOWER HS,2003,11,64,9.729,0,0,Besbicus conspicuus,1,0
218,lobata,3,POZO,2001,14,77,6.945,0,0,Besbicus conspicuus,1,0
283,lobata,4,SEDGWICK,2000,47,34,2.769,0,0,Besbicus conspicuus,1,0
284,lobata,4,SEDGWICK,2000,48,19,3.664,0,0,Besbicus conspicuus,1,0
18,lobata,1,HNHR,2000,44,40,7.654,0,0,Besbicus conspicuus,1,0
184,lobata,2,JASPER R,2002,66,86,7.746,0,0,Besbicus conspicuus,1,0
450,lobata,15,KAWEAH O,2003,10,56,6.641,0,0,Besbicus conspicuus,1,0
255,lobata,3,POZO,2001,74,80,6.731,0,0,Besbicus conspicuus,1,0
443,lobata,15,KAWEAH O,2003,3,60,5.894,0,0,Besbicus conspicuus,1,0
89,lobata,1,HNHR,2002,177,41,4.748,0,0,Besbicus conspicuus,1,0
240,lobata,3,POZO,2003,45,39,3.219,0,0,Besbicus conspicuus,1,0
439,lobata,9,HOPLAND,2000,71,63,5.263,0,0,Besbicus conspicuus,1,0
59,lobata,1,HNHR,2001,130,61,5.574,0,0,Besbicus conspicuus,1,0
450,lobata,15,KAWEAH O,2000,10,44,7.696,0,0,Besbicus conspicuus,1,0
71,lobata,1,HNHR,2003,152,18,1.998,0,0,Besbicus conspicuus,1,0
64,lobata,1,HNHR,2000,140,50,5.87,0,0,Besbicus conspicuus,1,0
108,lobata,1,HNHR,2003,208,40,7.675,0,0,Besbicus conspicuus,1,0
57,lobata,1,HNHR,2001,127,37,4.013,0,0,Besbicus conspicuus,1,0
371,lobata,11,DYE CRK,2003,29,32,4.356,0,0,Besbicus conspicuus,1,0
143,lobata,2,JASPER R,2000,6,34,3.417,0,0,Besbicus conspicuus,1,0
34,lobata,1,HNHR,2000,66,36,3.746,0,0,Besbicus conspicuus,1,0
241,lobata,3,POZO,2003,46,69,7.607,0,0,Besbicus conspicuus,1,0
284,lobata,4,SEDGWICK,2001,48,47,7.366,0,0,Besbicus conspicuus,1,0
282,lobata,4,SEDGWICK,2000,46,44,9.423,0,0,Besbicus conspicuus,1,0
467,lobata,8,LIEBRE M,2000,43,13,2.823,0,0,Besbicus conspicuus,1,0
256,lobata,3,POZO,2003,75,17,5.262,0,0,Besbicus conspicuus,1,0
31,lobata,1,HNHR,2002,61,44,4.896,0,0,Besbicus conspicuus,1,0
252,lobata,3,POZO,2001,59,79,9.103,0,0,Besbicus conspicuus,1,0
240,lobata,3,POZO,2000,45,29,3.709,0,0,Besbicus conspicuus,1,0
1,lobata,1,HNHR,2000,1,22,4.139,0,0,Besbicus conspicuus,1,0
282,lobata,4,SEDGWICK,2002,46,35,7.569,0,0,Besbicus conspicuus,1,0
44,lobata,1,HNHR,2003,103,66,7.603,0,0,Besbicus conspicuus,1,0
281,lobata,4,SEDGWICK,2003,45,17,6.79,0,0,Besbicus conspicuus,1,0
78,lobata,1,HNHR,2001,160,35,8.059,0,0,Besbicus conspicuus,1,0
43,lobata,1,HNHR,2000,98,71,6.589,0,0,Besbicus conspicuus,1,0
251,lobata,3,POZO,2002,58,27,5.647,0,0,Besbicus conspicuus,1,0
466,lobata,8,LIEBRE M,2003,42,27,3.373,0,0,Besbicus conspicuus,1,0
254,lobata,3,POZO,2003,72,49,4.613,0,0,Besbicus conspicuus,1,0
64,lobata,1,HNHR,2001,140,30,4.689,0,0,Besbicus conspicuus,1,0
198,lobata,2,JASPER R,2001,82,45,6.744,0,0,Besbicus conspicuus,1,0
90,lobata,1,HNHR,2001,179,27,5.721,0,0,Besbicus conspicuus,1,0
182,lobata,2,JASPER R,2001,63,66,9.163,0,0,Besbicus conspicuus,1,0
465,lobata,8,LIEBRE M,2001,41,64,6.342,0,0,Besbicus conspicuus,1,0
371,lobata,11,DYE CRK,2002,29,38,4.689,0,0,Besbicus conspicuus,1,0
280,lobata,4,SEDGWICK,2002,44,43,6.758,0,0,Besbicus conspicuus,1,0
38,lobata,1,HNHR,2000,75,29,5.033,0,0,Besbicus conspicuus,1,0
102,lobata,1,HNHR,2003,197,48,4.519,0,0,Besbicus conspicuus,1,0
375,lobata,11,DYE CRK,2002,33,45,9.367,0,0,Besbicus conspicuus,1,0
432,lobata,9,HOPLAND,2000,64,42,3.375,0,0,Besbicus conspicuus,1,0
432,lobata,9,HOPLAND,2002,64,34,8.259,0,0,Besbicus conspicuus,1,0
18,lobata,1,HNHR,2002,44,93,8.561,0,0,Besbicus conspicuus,1,0
441,lobata,15,KAWEAH O,2002,1,27,7.251,0,0,Besbicus conspicuus,1,0
473,lobata,8,LIEBRE M,2000,49,41,5.696,0,0,Besbicus conspicuus,1,0
107,lobata,1,HNHR,2002,207,35,4.876,0,0,Besbicus conspicuus,1,0
332,lobata,10,TOWER HS,2002,7,26,3.371,0,0,Besbicus conspicuus,1,0
217,lobata,3,POZO,2003,12,70,4.984,0,0,Besbicus conspicuus,1,0
245,lobata,3,POZO,2001,51,59,5.867,0,0,Besbicus conspicuus,1,0
206,lobata,2,JASPER R,2002,98,37,6.813,0,0,Besbicus conspicuus,1,0
442,lobata,15,KAWEAH O,2002,2,52,4.162,0,0,Besbicus conspicuus,1,0
431,lobata,9,HOPLAND,2001,63,60,5.693,0,0,Besbicus conspicuus,1,0
448,lobata,15,KAWEAH O,2003,8,30,2.942,0,0,Besbicus conspicuus,1,0
241,lobata,3,POZO,2001,46,53,6.857,0,0,Besbicus conspicuus,1,0
205,lobata,2,JASPER R,2003,97,42,7.196,0,0,Besbicus conspicuus,1,0
334,lobata,10,TOWER HS,2002,9,20,3.719,0,0,Besbicus conspicuus,1,0
60,lobata,1,HNHR,2002,209,28,8.647,0,0,Besbicus conspicuus,1,0
473,lobata,8,LIEBRE M,2003,49,34,5.87,0,0,Besbicus conspicuus,1,0
206,lobata,2,JASPER R,2003,98,51,6.665,0,0,Besbicus conspicuus,1,0
373,lobata,11,DYE CRK,2002,31,38,3.916,0,0,Besbicus conspicuus,1,0
441,lobata,15,KAWEAH O,2003,1,15,3.236,0,0,Besbicus conspicuus,1,0
8,lobata,1,HNHR,2001,16,32,6.727,0,0,Besbicus conspicuus,1,0
137,lobata,1,HNHR,2002,247,34,6.476,0,0,Besbicus conspicuus,1,0
339,lobata,10,TOWER HS,2000,54,43,10.448,0,0,Besbicus conspicuus,1,0
187,lobata,2,JASPER R,2002,69,36,4.892,0,0,Besbicus conspicuus,1,0
469,lobata,8,LIEBRE M,2003,45,33,4.599,0,0,Besbicus conspicuus,1,0
251,lobata,3,POZO,2000,58,61,4.086,0,0,Besbicus conspicuus,1,0
108,lobata,1,HNHR,2002,208,51,10.378,0,0,Besbicus conspicuus,1,0
342,lobata,10,TOWER HS,2002,57,32,3.426,0,0,Besbicus conspicuus,1,0
142,lobata,2,JASPER R,2002,5,47,4.14,0,0,Besbicus conspicuus,1,0
433,lobata,9,HOPLAND,2002,65,60,5.841,0,0,Besbicus conspicuus,1,0
36,lobata,1,HNHR,2003,72,53,8.515,0,0,Besbicus conspicuus,1,0
42,lobata,1,HNHR,2003,92,65,2.548,0,0,Besbicus conspicuus,1,0
340,lobata,10,TOWER HS,2001,55,63,8.298,0,0,Besbicus conspicuus,1,0
440,lobata,9,HOPLAND,2000,72,51,4.595,0,0,Besbicus conspicuus,1,0
88,lobata,1,HNHR,2003,174,53,5.923,0,0,Besbicus conspicuus,1,0
334,lobata,10,TOWER HS,2003,9,55,6.238,0,0,Besbicus conspicuus,1,0
102,lobata,1,HNHR,2001,197,45,6.157,0,0,Besbicus conspicuus,1,0
252,lobata,3,POZO,2000,59,52,7.492,0,0,Besbicus conspicuus,1,0
182,lobata,2,JASPER R,2003,63,42,4.83,0,0,Besbicus conspicuus,1,0
146,lobata,2,JASPER R,2002,9,61,10.139,0,0,Besbicus conspicuus,1,0
247,lobata,3,POZO,2000,54,62,10.837,0,0,Besbicus conspicuus,1,0
253,lobata,3,POZO,2000,60,70,10.958,0,0,Besbicus conspicuus,1,0
217,lobata,3,POZO,2002,12,73,7.406,0,0,Besbicus conspicuus,1,0
129,lobata,1,HNHR,2002,235,22,7.183,0,0,Besbicus conspicuus,1,0
247,lobata,3,POZO,2002,54,46,4.948,0,0,Besbicus conspicuus,1,0
186,lobata,2,JASPER R,2001,68,145,8.672,0,0,Besbicus conspicuus,1,0
242,lobata,3,POZO,2003,48,40,6.111,0,0,Besbicus conspicuus,1,0
331,lobata,10,TOWER HS,2001,5,37,4.076,0,0,Besbicus conspicuus,1,0
474,lobata,8,LIEBRE M,2000,50,82,11.306,0,0,Besbicus conspicuus,1,0
112,lobata,1,HNHR,2002,213,40,6.123,0,0,Besbicus conspicuus,1,0
144,lobata,2,JASPER R,2001,7,47,5.741,0,0,Besbicus conspicuus,1,0
87,lobata,1,HNHR,2002,173,40,6.523,0,0,Besbicus conspicuus,1,0
253,lobata,3,POZO,2002,60,38,3.326,0,0,Besbicus conspicuus,1,0
432,lobata,9,HOPLAND,2001,64,76,8.872,0,0,Besbicus conspicuus,1,0
44,lobata,1,HNHR,2002,103,33,3.92,0,0,Besbicus conspicuus,1,0
96,lobata,1,HNHR,2003,188,52,9.397,0,0,Besbicus conspicuus,1,0
36,lobata,1,HNHR,2000,72,10,4.393,0,0,Besbicus conspicuus,1,0
373,lobata,11,DYE CRK,2003,31,46,6.525,0,0,Besbicus conspicuus,1,0
193,lobata,2,JASPER R,2002,75,72,5.296,0,0,Besbicus conspicuus,1,0
195,lobata,2,JASPER R,2001,79,32,4.023,0,0,Besbicus conspicuus,1,0
77,lobata,1,HNHR,2000,159,22,5.665,0,0,Besbicus conspicuus,1,0
100,lobata,1,HNHR,2001,193,43,4.493,0,0,Besbicus conspicuus,1,0
84,lobata,1,HNHR,2002,169,39,5.981,0,0,Besbicus conspicuus,1,0
35,lobata,1,HNHR,2000,68,36,4.72,0,0,Besbicus conspicuus,1,0
145,lobata,2,JASPER R,2001,8,37,4.548,0,0,Besbicus conspicuus,1,0
71,lobata,1,HNHR,2002,152,24,2.746,0,0,Besbicus conspicuus,1,0
33,lobata,1,HNHR,2003,64,58,6.927,0,0,Besbicus conspicuus,1,0
193,lobata,2,JASPER R,2003,75,72,6.4,0,0,Besbicus conspicuus,1,0
25,lobata,1,HNHR,2003,52,45,8.234,0,0,Besbicus conspicuus,1,0
164,lobata,2,JASPER R,2001,36,35,4.04,0,0,Besbicus conspicuus,1,0
283,lobata,4,SEDGWICK,2001,47,38,6.612,0,0,Besbicus conspicuus,1,0
