Collection Site,Species,Generation,Host plant,State,Harvest.date,Emergence.date,Emergent.animal.type,Alive.dead,N,Entered.by.,H.julian,E.julian,Latitude,Longitude,Year
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,4/23/18,cynipid,dead,1,EH,344,478,30.41211,-86.73663,2017
N. Santa Rosa,A. atra,NA,Qg,FL,12/10/17,3/29/18,fly,alive,3,EH,344,453,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/28/18,cynipid,alive,3,EH,344,424,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/28/18,cynipid,alive,2,EH,344,452,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/2/18,synergist,alive,6,EH,344,457,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,10/30/16,1/18/17,cynipid,alive,1,LZ,304,383,30.41211,-86.73663,2016
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/14/18,synergist,alive,3,EH,344,438,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/28/18,cynipid,dead,4,EH,344,452,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,1/1/18,cynipid,alive,2,IC,344,366,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/9/18,synergist,alive,12,EH,344,464,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,12/25/17,cynipid,dead,2,IC,344,359,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,4/19/19,synergist,alive,3,LZ,307,474,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/21/18,cynipid,alive,6,EH,344,445,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,12/29/17,cynipid,alive,4,LZ,344,363,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/30/19,cynipid,alive,1,LZ,307,395,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/14/19,cynipid,dead,1,LZ,307,379,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/23/18,cynipid,alive,11,EH,344,447,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/26/18,cynipid,dead,2,EH,344,422,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/1/18,cynipid,alive,8,EH,344,425,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/28/18,cynipid,alive,8,EH,344,424,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/26/18,synergist,alive,6,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,11/3/18,1/14/19,cynipid,dead,1,LZ,307,379,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/12/18,cynipid,alive,2,EH,344,467,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/26/18,cynipid,alive,15,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/2/18,cynipid,alive,10,EH,344,457,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,12/25/17,cynipid,alive,5,IC,344,359,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/16/18,synergist,dead,4,EH,344,471,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/7/18,cynipid,alive,10,EH,344,431,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/9/18,synergist,dead,5,EH,344,464,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/9/19,cynipid,alive,1,LZ,307,374,30.41211,-86.73663,2018
N. Santa Rosa,A. atra,NA,Qg,FL,12/10/17,4/2/18,fly,dead,1,EH,344,457,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,4/11/19,synergist,alive,2,LZ,307,466,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/15,3/30/18,cynipid,alive,2,EH,344,454,30.41211,-86.73663,2015
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/12/18,cynipid,alive,7,EH,344,436,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/18/19,cynipid,alive,4,LZ,307,383,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qv,FL,10/30/16,1/30/17,cynipid,dead,1,LZ,304,395,30.41211,-86.73663,2016
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,5/14/18,synergist,alive,1,EH,344,499,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,10/30/16,1/20/17,cynipid,alive,1,LZ,304,385,30.41211,-86.73663,2016
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/22/18,cynipid,alive,4,EH,344,418,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/6/18,cynipid,alive,2,EH,344,461,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/12/18,cynipid,alive,2,EH,344,436,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,11/3/18,4/11/19,synergist,alive,2,LZ,307,466,30.41211,-86.73663,2018
N. Santa Rosa,C. batatoides,asexual,Qv,FL,12/10/17,4/20/18,synergist,dead,1,EH,344,475,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/9/18,cynipid,dead,5,EH,344,464,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/12/18,cynipid,dead,7,EH,344,436,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/23/18,synergist,alive,1,EH,344,447,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/26/18,cynipid,dead,3,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/21/18,cynipid,alive,17,EH,344,445,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/16/18,synergist,alive,1,EH,344,471,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/26/18,cynipid,dead,16,EH,344,450,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/14/19,cynipid,alive,1,LZ,307,379,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,3/30/19,cynipid,dead,1,LZ,307,454,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/11/19,cynipid,alive,1,LZ,307,376,30.41211,-86.73663,2018
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,1/4/18,cynipid,alive,1,LZ,344,369,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/28/18,cynipid,alive,15,EH,344,452,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/16/19,cynipid,alive,1,LZ,307,381,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/5/18,cynipid,dead,9,EH,344,429,30.41211,-86.73663,2017
N. Santa Rosa,A. atra,asexual,Qg,FL,11/3/18,3/4/19,fly,alive,1,LZ,307,428,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/14/18,cynipid,alive,26,EH,344,438,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/26/18,cynipid,alive,7,EH,344,422,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/30/18,cynipid,alive,12,EH,344,454,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/8/18,synergist,alive,1,LZ,344,404,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/19/18,cynipid,dead,2,AR,344,415,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,12/26/17,cynipid,alive,6,IC,344,360,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/12/18,cynipid,dead,30,EH,344,436,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,4/15/19,synergist,alive,1,LZ,307,470,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,3/30/19,cynipid,alive,1,LZ,307,454,30.41211,-86.73663,2018
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,3/19/18,cynipid,alive,1,EH,344,443,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,11/3/18,1/28/19,cynipid,alive,1,LZ,307,393,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/9/18,synergist,alive,1,EH,344,464,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/6/18,cynipid,dead,1,LZ,344,402,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,10/30/16,2/6/17,cynipid,dead,1,MJ,304,402,30.41211,-86.73663,2016
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/19/18,cynipid,alive,1,EH,344,443,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/23/19,cynipid,alive,1,LZ,307,388,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/26/18,cynipid,alive,1,EH,344,422,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,4/26/19,synergist,alive,1,LZ,307,481,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/16/18,cynipid,dead,1,EH,344,440,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qv,FL,12/10/17,5/3/18,cynipid,alive,1,EH,344,488,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/19/18,cynipid,dead,7,EH,344,443,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/14/17,2/6/18,cynipid,alive,1,LZ,348,402,30.41211,-86.73663,2017
N. Santa Rosa,A. foliatus,asexual,Qg,FL,12/10/17,4/26/18,cynipid,dead,1,EH,344,481,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,4/20/18,cynipid,dead,1,EH,344,475,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/19/18,cynipid,alive,4,AR,344,415,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,1/22/18,cynipid,alive,1,LZ,344,387,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/5/18,cynipid,alive,10,EH,344,429,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/20/18,cynipid,dead,2,EH,344,475,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/19/18,cynipid,alive,45,EH,344,443,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/7/18,cynipid,dead,1,EH,344,431,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/9/18,cynipid,alive,1,EH,344,464,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/16/19,cynipid,dead,2,LZ,307,381,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,2/8/18,cynipid,dead,1,LZ,344,404,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,11/3/18,1/21/19,cynipid,dead,1,LZ,307,386,30.41211,-86.73663,2018
N. Santa Rosa,A. atra,NA,Qg,FL,12/10/17,4/5/18,fly,dead,1,EH,344,460,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,2/16/18,cynipid,alive,4,LZ,344,412,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/16/18,cynipid,alive,16,EH,344,440,30.41211,-86.73663,2017
N. Santa Rosa,C. batatoides,asexual,Qg,FL,12/10/17,4/5/18,synergist,alive,2,EH,344,460,30.41211,-86.73663,2017
N. Santa Rosa,A. foliatus,asexual,Qg,FL,12/10/17,5/7/18,cynipid,dead,2,EH,344,492,30.41211,-86.73663,2017
N. Santa Rosa,D. q. virens,asexual,Qg,FL,12/10/17,1/15/18,cynipid,alive,2,LZ,344,380,30.41211,-86.73663,2017
N. Santa Rosa,A. atra,NA,Qg,FL,12/10/17,3/22/18,fly,dead,1,EH,344,446,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qv,FL,12/10/17,3/30/18,cynipid,alive,2,EH,344,454,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,3/27/19,synergist,alive,2,SS,307,451,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,3/19/18,cynipid,dead,20,EH,344,443,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/4/18,cynipid,dead,2,EH,344,459,30.41211,-86.73663,2017
N. Santa Rosa,A. lanigera,asexual,Qg,FL,11/3/18,1/25/19,cynipid,alive,1,LZ,307,390,30.41211,-86.73663,2018
N. Santa Rosa,A. lanigera,asexual,Qg,FL,12/10/17,4/4/18,cynipid,alive,7,EH,344,459,30.41211,-86.73663,2017
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/20/19,cynipid,dead,1,LZ,352,416,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/21/19,cynipid,dead,1,LZ,352,386,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/18/19,cynipid,alive,12,CD,352,414,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/25/19,cynipid,alive,3,LZ,352,421,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,3/4/19,cynipid,dead,1,LZ,352,428,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,3/4/19,cynipid,alive,1,LZ,352,428,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/14/19,cynipid,dead,1,LZ,352,379,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/30/19,cynipid,dead,2,LZ,352,395,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/14/19,cynipid,alive,1,LZ,352,379,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/16/19,cynipid,alive,1,LZ,308,381,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/25/19,cynipid,dead,2,LZ,352,421,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/11/19,synergist,dead,4,LZ,308,407,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,5/13/19,synergist,alive,4,LZ,352,498,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/8/19,cynipid,dead,11,LZ,352,404,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/8/19,cynipid,alive,10,LZ,352,404,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/6/19,cynipid,dead,4,LZ,352,402,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/18/19,cynipid,alive,2,LZ,308,383,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,12/18/18,1/14/19,cynipid,dead,2,LZ,352,379,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/22/19,cynipid,alive,4,LZ,352,418,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qv,FL,11/4/18,12/24/18,cynipid,alive,1,LZ,308,358,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/23/19,cynipid,alive,4,LZ,352,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/16/19,cynipid,alive,2,LZ,352,381,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qv,FL,11/4/18,12/24/18,cynipid,dead,1,LZ,308,358,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,2/11/19,cynipid,dead,1,LZ,308,407,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/30/19,cynipid,dead,1,LZ,352,395,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/15/19,cynipid,dead,2,SS,352,411,29.636553,-82.623408,2018
Newberry,A. foliatus,asexual,Qv,FL,12/18/18,2/4/19,cynipid,dead,1,LZ,352,400,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,4/29/19,synergist,alive,2,LZ,352,484,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/21/19,cynipid,dead,1,LZ,308,386,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/11/19,cynipid,alive,1,LZ,308,376,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/14/19,cynipid,alive,1,LZ,308,379,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/30/19,cynipid,alive,31,LZ,352,395,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,3/6/19,synergist,dead,1,LZ,308,430,29.636553,-82.623408,2018
Newberry,A. atra,NA,Qv,FL,12/16/18,2/18/19,fly,alive,1,CD,350,414,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qv,FL,11/4/18,12/21/18,cynipid,alive,1,LZ,308,355,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,12/26/18,cynipid,dead,1,LZ,308,360,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/6/19,synergist,alive,6,LZ,308,402,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,12/26/18,cynipid,alive,1,LZ,308,360,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,4/26/19,synergist,alive,1,LZ,352,481,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,12/24/18,cynipid,alive,1,LZ,308,358,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/25/19,cynipid,dead,1,LZ,308,390,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/15/19,cynipid,alive,25,SS,352,411,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/16/19,cynipid,alive,1,LZ,308,381,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/30/19,cynipid,alive,4,LZ,308,395,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,3/4/19,synergist,dead,2,LZ,308,428,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/30/19,cynipid,alive,4,LZ,352,395,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/18/19,cynipid,dead,1,LZ,308,383,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/25/19,cynipid,alive,1,LZ,352,390,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,3/6/19,synergist,alive,2,LZ,308,430,29.636553,-82.623408,2018
Newberry,A. atra,NA,Qg,FL,12/18/18,1/23/19,fly,alive,2,LZ,352,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,5/1/19,synergist,alive,1,LZ,352,486,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,11/12/18,cynipid,alive,1,SS,308,316,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/21/19,cynipid,alive,2,LZ,352,386,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/23/19,cynipid,alive,1,LZ,308,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/23/19,cynipid,alive,1,LZ,352,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,5/3/19,synergist,alive,2,LZ,352,488,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/1/19,cynipid,dead,1,LZ,352,397,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/21/19,cynipid,alive,3,LZ,308,386,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/16/19,cynipid,dead,1,LZ,308,381,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,3/4/19,synergist,alive,4,LZ,308,428,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/18/19,cynipid,alive,2,LZ,352,383,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,5/8/19,synergist,alive,1,LZ,352,493,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/18/19,cynipid,dead,2,CD,352,414,29.636553,-82.623408,2018
Newberry,A. atra,NA,Qv,FL,12/18/18,1/23/19,fly,dead,1,LZ,352,388,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,11/4/18,1/4/19,cynipid,alive,1,LZ,308,369,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,2/6/19,cynipid,dead,1,LZ,308,402,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/13/19,synergist,alive,4,LZ,308,409,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/11/19,cynipid,alive,23,LZ,352,407,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/23/19,cynipid,dead,1,LZ,352,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/25/19,cynipid,alive,6,LZ,352,390,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/20/19,cynipid,alive,7,LZ,352,416,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/23/19,cynipid,alive,5,LZ,308,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/28/19,cynipid,alive,8,LZ,352,393,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/25/19,synergist,dead,4,LZ,308,421,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,12/18/18,1/28/19,cynipid,dead,3,LZ,352,393,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,5/6/19,synergist,dead,1,LZ,308,491,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/27/19,cynipid,alive,1,LZ,352,423,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,1/28/19,cynipid,dead,1,LZ,308,393,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/13/19,cynipid,alive,34,LZ,352,409,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/4/19,cynipid,alive,48,LZ,352,400,29.636553,-82.623408,2018
Newberry,A. atra,asexual,Qv,FL,11/4/18,1/18/19,fly,dead,5,LZ,308,383,29.636553,-82.623408,2018
Newberry,A. atra,asexual,Qv,FL,11/4/18,1/18/19,fly,alive,3,LZ,308,383,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qv,FL,11/4/18,3/25/19,synergist,alive,1,LZ,308,449,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/23/19,cynipid,dead,3,LZ,308,388,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/21/19,cynipid,alive,1,LZ,352,386,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,11/4/18,1/25/19,cynipid,alive,1,LZ,308,390,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/11/19,synergist,alive,6,LZ,308,407,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qv,FL,11/4/18,11/28/18,cynipid,alive,1,CD,308,332,29.636553,-82.623408,2018
Newberry,A. atra,asexual,Qv,FL,12/18/18,3/13/19,fly,alive,1,CD,352,437,29.636553,-82.623408,2018
Newberry,A. atra,asexual,Qv,FL,12/18/18,2/15/19,fly,dead,1,SS,352,411,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,1/25/19,cynipid,dead,1,LZ,352,390,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qv,FL,11/4/18,2/20/19,synergist,dead,1,LZ,308,416,29.636553,-82.623408,2018
Newberry,C. batatoides,asexual,Qg,FL,11/4/18,2/20/19,synergist,alive,8,LZ,308,416,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/1/19,cynipid,alive,37,LZ,352,397,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,2/6/19,cynipid,alive,35,LZ,352,402,29.636553,-82.623408,2018
Newberry,D. q. virens,asexual,Qg,FL,12/18/18,1/11/19,cynipid,dead,1,LZ,352,376,29.636553,-82.623408,2018
Newberry,A. lanigera,asexual,Qg,FL,12/18/18,5/10/19,synergist,alive,3,LZ,352,495,29.636553,-82.623408,2018
